Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
74758.0,-0.715864447573927,0.847349623092105,0.997854737847287,-1.35012343736467,-0.451153636813576,-0.659229940542124,-0.010971653012582,0.608835006101427,-0.150207576937327,-0.68213407576178,0.62563906152666,0.20577437013854,-0.954827362836816,0.606651331230588,-0.0908469149353026,1.11155319890278,-0.839842751393453,0.389451782963996,-0.343026239854055,-0.151771380851156,-0.0486534236875483,-0.299256164166135,-0.019715567803146,0.0108525380908122,-0.250714312153601,0.731929032773569,0.041288895393441,-0.0107186343680056,0.77,0
129693.0,-1.52618700271664,2.35800723002631,-1.67856500840761,-1.58482671304429,1.08856657277936,-1.34029134876767,1.62082720123639,-0.330239141730599,0.914255612898445,1.6643377157154,-0.940853590498229,-0.126571061040299,-0.15836983103489,0.191071477046121,-0.0287469250336815,-0.733320273746713,-0.563248783843291,-0.401384392660766,-0.260994588212911,0.872984349513046,0.0233691912861686,0.685436607089063,-0.158938727508176,0.602251901787734,0.09871516109311,0.0957889804931995,1.12488944259013,0.696427498561774,3.78,0
146151.0,-0.45689261531,1.55114598030279,-0.518009311409661,-0.678824181142261,1.49761470373071,-0.838959334475445,1.90676411098648,-1.32614762924127,1.22200476626865,1.29532622830842,-0.444643887616189,-0.15766804473124,1.29605445720182,-2.35813447852885,0.794445125032253,-0.303769140608901,-0.386168691957543,0.564382263153512,0.0217030821815469,0.637479317963731,-0.0282751559111337,1.08872611708248,-0.465815908989902,-0.692866309537597,-0.275162180879362,-0.314447378570224,-1.04321708371696,-1.09794621470071,10.46,0
51784.0,1.21281717468744,0.309481247779731,0.278839158358112,0.643197204586493,-0.18008707852746,-0.601571056423821,0.0130019668245525,-0.0684359559625673,0.0203116618625292,-0.328519332250985,0.164530140351073,0.349801806881123,0.261960661962532,-0.270238450800445,1.3397867703725,0.183518594700939,0.2698717561052,-0.754882858832012,-0.557176953483645,-0.10853840640125,-0.259228910769093,-0.711080838053892,0.158016077596822,0.0354587239893525,0.145100625503358,0.123911828177513,-0.0062616102009075,0.0275639479138752,1.98,0
140844.0,-11.0450979808366,-12.4888443023296,-1.50891453010221,2.1698620862745,5.99680206503423,-1.34780120495651,-0.567645303814954,-0.507606005853733,2.08536774648339,1.11742391976399,1.12702382737356,0.702754839346557,0.360106492980973,-1.00231693334126,0.77386473244985,0.498961644474728,-0.751689164808625,-1.47273540849018,0.684426152987435,-5.19205245594898,-2.23229289887027,0.167067547854369,5.28257108564402,-0.862317832862891,0.287893429398053,0.31003056307978,-0.714346450255058,4.34819142220171,218.6,0
160597.0,-0.938470551092405,1.50544789977654,-1.0444475877734,0.780104352037266,2.18467935486149,-0.335487323498971,1.84469039605579,-0.634203604334032,0.137348445921587,0.743825572317087,-0.918557853869963,-0.50297523774057,0.359443363795054,-1.84710367179502,0.0162463427141593,-0.711166484405449,0.783125747705814,0.37685980314843,0.777205394788833,0.462287236606943,-0.304389375675552,0.341669508611498,-0.115395903379869,-0.0782852659084234,0.354477634790434,-0.386507739817127,0.568824820298092,-0.0324126621909493,20.91,0
144257.0,-0.955041984313716,-0.645177812649539,1.82801190487154,-0.88230450127624,0.945714458408136,2.49044707556312,0.114568397373053,-0.0122689929995357,-0.355098279389184,1.13159304231842,0.90058743528402,0.297694192705996,0.488432553844216,-1.03451220908929,0.369786158467817,-1.78124941938987,-0.528189004689611,0.846725362917363,-2.18266686415837,-0.75251542789969,-0.329855262308644,0.424060825316284,0.191266865124733,-0.796984999202662,-0.858399400561685,-0.840456835218874,-0.429663983062634,-0.530203347839415,67.4,0
47765.0,1.32954187862566,0.475711328471504,-0.693839108985449,0.845308108003974,0.959194720092217,0.110465208201943,0.479415596260552,-0.150080492802775,-0.321973914343021,0.0460660870462468,-1.32431916008579,0.0691347414202262,0.697499667372719,0.41033200482881,0.944095925278563,-0.0823497914912434,-0.584261356932991,-0.42983946141631,-0.141470447949938,-0.114396060567784,-0.0571213392698957,-0.0445423648010073,-0.291803901196393,-1.30841152744939,0.975802267462908,-0.165039526320455,0.0085557044735002,-0.005726964542579,1.0,0
73732.0,-0.65076597419983,0.397508974676705,0.216756923274128,-1.79610007112075,2.17773622570195,3.5623673258738,0.192431768843683,0.718853168218349,0.25267131344216,-0.076388190369564,-0.210200854374227,-0.308333647686522,-0.0333309504517948,-0.30145147357454,0.825649524271701,1.06566765277693,-1.49022909936397,0.306020686937316,-0.680930363738251,0.0899489885611884,-0.15355442758709,-0.375859220892076,0.050941165026403,0.994391990508603,-0.169519813335682,0.0937213666884486,-0.133638068894889,-0.139886130997461,49.99,0
68331.0,-0.578087857525919,-0.421281045972439,0.30325262611785,-3.64282034571833,1.61436107400015,3.2855389675911,-0.658059877449549,0.806311161240962,-2.58780202194127,0.829119079876675,-0.46069950919187,-1.39152016844292,0.311146710704555,-0.353403980084991,0.185348526531514,0.0645389269289373,-0.215251816031684,0.490010651808619,-0.35321983599209,-0.234021925826468,-0.209653243903917,-0.47973204719666,-0.248218547270406,0.968191004271164,0.561827256329594,-0.285321203629503,-0.0786344877830151,0.0523813553973511,10.0,0
28617.0,-0.0039776384109377,1.34221889383078,1.09610905960527,2.94042680676172,-0.316409955609563,0.954247437672734,-0.88111014893075,-2.17772504823892,-1.25944118889066,1.1958853132679,1.68435587964802,0.785576867990995,-0.0385116488477283,0.715262326303277,0.865411968570043,-0.0079021320640486,0.212236920694681,-0.0897668015968758,0.286987147397319,-0.426220764251516,2.31091393371067,-0.727390861399109,0.215546948813876,0.181299211434519,0.532972467005705,0.234023107241328,0.210841767285991,0.156864128046375,9.41,0
148762.0,-0.734761155198413,-0.0139902913891213,1.83191789431067,-1.81025709253949,-0.300250360362578,0.0232906562549437,-0.0910734298817034,0.20647605282343,1.00380024359199,-1.27062120952627,-1.02725927288454,-0.244647843355776,-0.365656649234846,-0.403680693008462,1.00031584930139,0.395210948201559,-0.516437875381055,0.220226004446059,0.0918614290775712,-0.043218090513399,0.0082432153459866,-0.0176763236909727,-0.215155543766596,0.637534309899049,0.306569205007584,0.636958721127293,-0.198569518334994,-0.037990166684949,45.85,0
30655.0,1.25108089482264,-1.19917466518243,0.561697953921801,-2.86730013104826,-1.55823828480092,-0.498715948552165,-1.01749616321985,0.0908553407144872,0.812895926115773,-0.623343691743941,1.66294738402754,1.35690464734401,0.344223219045598,0.1996543372521,1.81056499207456,-2.13989062697037,0.0221802259039582,1.79543496620058,0.0215983275600203,-0.428717191383986,-0.20736571549505,-0.0354367500117089,0.0177195729114924,-0.0058606856007424,0.27629454184057,-0.811406048415025,0.12499523636957,0.0327758031311036,43.78,0
144116.0,1.99273882130378,-0.28073066362106,-2.05127785342891,0.792182940651958,2.30977259731276,3.89010356551932,-0.77913986159199,0.934837935218145,-0.624102417118267,1.15684748190545,-0.248760264757171,-0.233655517405075,-0.0817076009020818,0.187201737158235,-0.114678467949796,0.94852851246262,-0.612259864055257,-1.03872606696716,-0.972196147678263,-0.091231134244105,-0.0622141754650106,-0.272095635084819,0.33639035810016,0.789706220873712,-0.550160600555552,2.20229557218632,-0.176435305294232,-0.0837438207234137,9.77,0
143857.0,-6.83852991583644,4.48489957986093,-4.1987195940508,-0.177057135216763,-3.32388349393245,-0.851257255034474,-3.06792988341364,4.5913792907496,-1.15567397676077,-1.84573071305372,-2.83252586673925,1.61315130497914,0.217698612059403,3.53504987793078,-0.210778480549725,0.77927405586199,1.80368957081831,0.0111959211458623,0.798907514125634,-1.55283902328181,0.261775439754494,-0.926241891517732,0.314079313988756,0.551530158462944,0.974897020686254,-0.453696956744508,-2.63536059197555,-0.688315627359822,30.17,0
